"Número de serie","Planta","Número de artículo","Estado","Estado Molde","Captura","Vueltas MTO","peso masa","Peso resina cargada","Altura de pestaña molde","Creado","Modificado","Comentarios","Usuario activo","Vueltas","Vueltas desmanchado","Vueltas reparacion","Vueltas totales","Acabado","Tipo de molde","Aplicación modificada por","Creado por","Modificado por","modificadoDesde","Masa ADM"
"0163-07","MS","MOLDE LAVAMANOS BARI 63X48","Disponible","Activo","False","28","10.7",,"56.00","11/10/2021 8:17 AM","3/12/2026 7:06 AM",,,"11","0","0","451","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"0104-21","MS","MOLDE LAVARROPAS ECO 48X60","Disponible","Activo","False","36","8.5",,"40.00","3/21/2024 10:01 AM","3/12/2026 7:06 AM",,,"2","0","0","1,067","Mate",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"0184-09","MS","MOLDE LAVAMANOS SIENA 79x48","Disponible","Activo","False","28","11.2",,"60.00","10/12/2023 8:40 AM","3/12/2026 7:06 AM",,,"3","0","0","623","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"0197-07","MS","MOLDE LAVAPLATOS KOA 63X51 1 BOWL","Disponible","Activo","False","20",,,"18.00","11/13/2024 9:12 AM","3/12/2026 7:06 AM",,,"1","0","0","306","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"205-10","MS","MOLDE LAVAMANOS SIENA 48X43","Disponible","Activo","False","28","4.7",,"44.00","4/26/2021 2:26 PM","3/12/2026 7:06 AM",,,"15","0","0","865","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"1199-02","MS","MOLDE LAVAMANOS PARMA 63X48 BRILLANTE","Disponible","Activo","False","28","7.2",,"20.00","6/21/2021 4:20 PM","3/12/2026 7:06 AM",,,"16","0","0","463","Brillante",,"Microsoft Power Platform","Mantenimiento","Administrador Global","supabase",
"0197-02","MS","MOLDE LAVAPLATOS KOA 63X51 1 BOWL","Disponible","Activo","False","20","13.5",,"19.00","2/7/2022 3:33 PM","3/12/2026 7:06 AM",,,"3","0","0","1,004","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"0087-17","MS","MOLDE LAVARROPAS AQUA 80X60 BRILLANTE","Disponible","Activo","False","28",,,"50.00","10/31/2024 11:10 AM","3/12/2026 7:06 AM",,,"15","0","0","294","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"0190-09","MS","MOLDE LAVAMANOS OSLO 79X48","Disponible","Activo","Verdadero","28","15",,"77.00","8/1/2023 7:59 AM","3/12/2026 7:06 AM",,,"1","0","0","482","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"0190-12","MS","MOLDE LAVAMANOS OSLO 79X48","Disponible","Activo","False","28","15",,"77.00","8/16/2023 3:47 PM","3/12/2026 7:06 AM",,,"2","0","0","329","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"205-06","MS","MOLDE LAVAMANOS SIENA 48X43","Disponible","Activo","False","28","4.7",,"40.00","4/26/2021 2:26 PM","3/12/2026 7:05 AM",,,"1","0","0","888","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"0181-04","MS","MOLDE MESA DE TRABAJO PRO-MESON 140X60","Disponible","Activo","False","28","14.1",,"47.00","11/8/2024 11:11 AM","3/12/2026 7:05 AM",,,"8","0","0","159","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"205-04","MS","MOLDE LAVAMANOS SIENA 48X43","Disponible","Activo","False","28","4.7",,"55.00","4/26/2021 2:26 PM","3/12/2026 7:05 AM",,,"1","0","0","905","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"0104-18","MS","MOLDE LAVARROPAS ECO 48X60","Disponible","Activo","False","36","8.5",,"30.00","12/21/2023 1:52 PM","3/12/2026 7:05 AM",,,"13","0","0","1,154","Mate",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"0067-02","MS","MOLDE LAVAMANOS QUADRATTO 48X43 BRILLANTE","Disponible","Activo","False","28","4.2",,"30.00","4/26/2021 2:25 PM","3/12/2026 7:05 AM",,,"9","0","0","256","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"0089-20","MS","MOLDE LAVATRAPEROS AQUA 40X35 BRILLANTE","Disponible","Activo","False","28","6.2",,"30.00","12/11/2023 10:53 AM","3/12/2026 7:05 AM",,,"18","0","0","414","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"0087-10","MS","MOLDE LAVARROPAS AQUA 80X60 BRILLANTE","Disponible","Activo","False","28","19",,"30.00","4/26/2021 2:25 PM","3/12/2026 7:05 AM",,,"22","0","0","890","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"0185-03","MS","MOLDE LAVAMANOS GENOVA 124X48","Disponible","Activo","False","28",,,"20.00","7/8/2025 7:12 AM","3/12/2026 7:05 AM",,,"2","0","0","5","Brillante",,"Microsoft Power Platform","Jakeline Chaverra Soto","Administrador Global","supabase",
"1232-12","MS","MOLDE LAVAMANOS QUADRATTO 63X48 BRILLANTE","Disponible","Activo","False","28","9.5",,"19.00","2/2/2024 9:58 AM","3/12/2026 7:05 AM",,,"4","0","0","278","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"219-01","MS","MOLDE LAVARROPAS VERSA 50X50 BRILLANTE","Disponible","Activo","False","28","8",,"38.00","5/24/2024 11:40 AM","3/12/2026 7:05 AM",,,"9","0","0","385","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"0085-14","MS","MOLDE LAVARROPAS AQUA 48X60 BRILLANTE","Disponible","Activo","False","28",,,"40.00","7/30/2024 2:30 PM","3/12/2026 7:05 AM",,,"13","0","0","548","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"205-07","MS","MOLDE LAVAMANOS SIENA 48X43","Disponible","Activo","False","28","4.7",,"44.00","4/26/2021 2:26 PM","3/12/2026 7:05 AM",,,"8","0","0","803","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"206-02","MS","MOLDE LAVAMANOS QUADRATTO 94X48 BRILLANTE","Disponible","Activo","False","28","12.6",,"20.00","4/26/2021 2:26 PM","3/12/2026 7:05 AM",,,"18","0","0","225","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"1205-04","MS","MOLDE LAVATRAPEROS 46X46 BRILLANTE","Disponible","Activo","False","28",,,"25.00","6/24/2025 7:31 AM","3/12/2026 7:05 AM",,,"1","0","0","89","Brillante",,"Microsoft Power Platform","Jakeline Chaverra Soto","Administrador Global","supabase",
"0190-16","MS","MOLDE LAVAMANOS OSLO 79X48","Disponible","Activo","False","28","15",,"77.00","4/25/2024 9:34 AM","3/12/2026 7:03 AM",,,"3","0","0","311","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"0197-08","MS","MOLDE LAVAPLATOS KOA 63X51 1 BOWL","Disponible","Activo","False","20",,,"19.00","11/15/2024 1:56 PM","3/12/2026 7:03 AM",,,"1","0","0","271","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"0104-16","MS","MOLDE LAVARROPAS ECO 48X60","Disponible","Activo","False","36","8.5",,"30.00","12/21/2023 1:34 PM","3/12/2026 7:03 AM",,,"5","0","0","1,221","Mate",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"206-01","MS","MOLDE LAVAMANOS QUADRATTO 94X48 BRILLANTE","Disponible","Activo","False","28","12.6",,"20.00","4/26/2021 2:26 PM","3/12/2026 7:03 AM",,,"8","0","0","219","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"0177-20",,"MOLDE LAVAMANOS OSLO 48X38","Disponible","En fabricación","Verdadero","1",,,"0.00","3/11/2026 4:51 PM","3/11/2026 4:51 PM",,,"0","0","0","0",,,"Microsoft Power Platform","Brian Stiven Sánchez Hernández","Brian Stiven Sánchez Hernández","sharepoint",
"0104-23","MS","MOLDE LAVARROPAS ECO 48X60","Disponible","Activo","False","36",,,"35.00","10/31/2024 10:49 AM","3/11/2026 3:29 PM",,,"14","0","0","872","Mate",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"0104-24","MS","MOLDE LAVARROPAS ECO 48X60","Disponible","Activo","False","36",,,"38.00","2/20/2026 9:41 AM","3/11/2026 3:29 PM",,,"11","0","0","12",,,"Microsoft Power Platform","Brian Stiven Sánchez Hernández","Administrador Global","supabase",
"0104-19","MS","MOLDE LAVARROPAS ECO 48X60","Disponible","Activo","False","36","8.5",,"30.00","1/12/2024 11:43 AM","3/11/2026 3:26 PM",,,"18","0","0","1,135","Mate",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"0104-22","MS","MOLDE LAVARROPAS ECO 48X60","Disponible","Activo","False","36",,,"38.00","10/10/2024 9:14 AM","3/11/2026 3:26 PM",,,"17","0","0","810","Mate",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"0104-17","MS","MOLDE LAVARROPAS ECO 48X60","Disponible","Activo","False","36","8.5",,"30.00","1/29/2024 3:08 PM","3/11/2026 3:26 PM",,,"15","0","0","1,195","Mate",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"0062-51","MS","MOLDE LAVAMANOS ECO 48X38","Disponible","En reparación","Verdadero","28","4.6",,"20.00","2/21/2024 2:57 PM","3/11/2026 2:32 PM",,,"0","0","0","945","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Mantenimiento","sharepoint",
"0193-08","MS","MOLDE LAVAMANOS GENOVA 63X48","Disponible","Activo","False","28",,,"45.00","5/9/2025 9:06 AM","3/11/2026 1:58 PM",,,"23","0","0","207","Brillante",,"Microsoft Power Platform","Jakeline Chaverra Soto","Administrador Global","supabase",
"0178-05","MS","MOLDE LAVATRAPEROS PRO 46X36","Disponible","Activo","False","28",,,"55.10","5/13/2025 11:16 AM","3/11/2026 1:49 PM",,,"18","0","0","118","Brillante",,"Microsoft Power Platform","Jakeline Chaverra Soto","Administrador Global","supabase",
"0194-10","MS","MOLDE LAVAMANOS SIENA 63x48","Disponible","Activo","False","28","8.2",,"60.00","8/22/2023 8:32 AM","3/11/2026 12:04 PM",,,"19","0","0","1,052","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"0197-11","MS","MOLDE LAVAPLATOS KOA 63X51 1 BOWL","Disponible","Activo","False","20",,,"10.00","2/20/2025 9:25 AM","3/11/2026 12:03 PM",,,"17","0","0","177","Brillante",,"Microsoft Power Platform","Jakeline Chaverra Soto","Administrador Global","supabase",
"0197-05","MS","MOLDE LAVAPLATOS KOA 63X51 1 BOWL","Disponible","Activo","False","20","13.5",,"19.00","8/4/2023 11:05 AM","3/11/2026 12:03 PM",,,"14","0","0","654","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"0167-01","FV","MOLDE BAÑERA TAHITI 152X152","Disponible","Activo","False","12","0.8",,"50.00","4/26/2021 2:26 PM","3/11/2026 11:46 AM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Mantenimiento","sharepoint",
"0194-22","MS","MOLDE LAVAMANOS SIENA 63x48","Disponible","Activo","False","28",,,"50.00","4/3/2025 7:36 AM","3/11/2026 10:10 AM",,,"12","0","0","248","Brillante",,"Microsoft Power Platform","Jakeline Chaverra Soto","Administrador Global","supabase",
"0163-08","MS","MOLDE LAVAMANOS BARI 63X48","Disponible","Activo","False","28","10.7",,"56.00","2/2/2022 11:16 AM","3/11/2026 9:47 AM",,,"1","0","0","446","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"0175-33","MS","MOLDE LAVAMANOS OSLO 48X43","Disponible","En reparación","Verdadero","28","6.7",,"40.00","10/11/2023 1:11 PM","3/11/2026 9:34 AM","Desmanchado",,"0","0","0","889","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Mantenimiento","sharepoint",
"0089-18","MS","MOLDE LAVATRAPEROS AQUA 40X35 BRILLANTE","Disponible","En reparación","Verdadero","28","6.2",,"20.00","12/11/2023 10:51 AM","3/11/2026 9:31 AM",,,"0","0","0","469","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Mantenimiento","supabase",
"0087-12","MS","MOLDE LAVARROPAS AQUA 80X60 BRILLANTE","Disponible","Activo","False","28","20.18",,"35.00","4/26/2021 2:25 PM","3/11/2026 8:01 AM",,,"0","0","0","944","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Mantenimiento","sharepoint",
"0085-15","MS","MOLDE LAVARROPAS AQUA 48X60 BRILLANTE","Disponible","Activo","False","28",,,"40.00","9/26/2024 3:23 PM","3/11/2026 7:59 AM",,,"8","0","0","361","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"0062-50","MS","MOLDE LAVAMANOS ECO 48X38","No disponible","En reparación","Verdadero","28","4.6",,"30.00","2/21/2024 2:56 PM","3/11/2026 7:56 AM",,,"0","0","0","804","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Mantenimiento","supabase",
"205-09","MS","MOLDE LAVAMANOS SIENA 48X43","Disponible","Activo","False","28","4.7",,"44.00","4/26/2021 2:26 PM","3/11/2026 7:24 AM",,,"8","0","0","931","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"205-11","MS","MOLDE LAVAMANOS SIENA 48X43","Disponible","Activo","False","28","4.7",,"44.00","4/26/2021 2:26 PM","3/11/2026 7:23 AM",,,"7","0","0","1,002","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"0107-21","MS","MOLDE LAVARROPAS ECO 80X60","Disponible","En reparación","Verdadero","36","16.2",,"60.00","10/2/2023 11:20 AM","3/11/2026 6:59 AM","Desmanchado",,"36","0","0","849","Mate",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Mantenimiento","sharepoint",
"0087-18","MS","MOLDE LAVARROPAS AQUA 80X60 BRILLANTE","Disponible","Activo","False","28",,,"50.00","1/10/2025 2:37 PM","3/10/2026 5:01 PM",,,"20","0","0","231","Brillante",,"Microsoft Power Platform","Jakeline Chaverra Soto","Administrador Global","supabase",
"225-05","MS","MOLDE LAVAMANOS DOHA VESSEL 45X33 SOFT MATE","Disponible","Activo","False","36","4.5",,"72.00","9/11/2024 4:09 PM","3/10/2026 3:42 PM",,,"1","0","0","118","Mate",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"0003-1","FV","MOLDE JAMAICA PLUS DERECHA 152X75","Disponible","Activo","False","12",,"9.6","40.00","4/26/2021 2:26 PM","3/10/2026 1:02 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Mantenimiento","sharepoint",
"0003-4","FV","MOLDE JAMAICA PLUS DERECHA 152X75","Disponible","Activo","False","12",,"9.6","40.00","4/26/2021 2:26 PM","3/10/2026 1:01 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Mantenimiento","sharepoint",
"0087-16","MS","MOLDE LAVARROPAS AQUA 80X60 BRILLANTE","Disponible","Activo","False","28",,,"50.00","10/3/2024 11:23 AM","3/10/2026 11:31 AM",,,"0","0","0","455","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Mantenimiento","sharepoint",
"0178-03","MS","MOLDE LAVATRAPEROS PRO 46X36","Disponible","Activo","False","28",,,"40.00","1/12/2024 11:37 AM","3/10/2026 10:46 AM",,,"0","0","0","581","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Mantenimiento","sharepoint",
"0028-05","FV","MOLDE MOBU 200","Disponible","Activo","False","12","0.6",,"60.00","4/12/2022 1:17 PM","3/10/2026 10:45 AM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Mantenimiento","sharepoint",
"213-06","MS","MOLDE MESON COCINA 180X60 SIN PERF-CUB V.2","Disponible","Activo","False","28",,,"44.50","8/5/2025 7:48 AM","3/10/2026 10:39 AM",,,"0","0","0","89","Brillante",,"Microsoft Power Platform","Jakeline Chaverra Soto","Mantenimiento","sharepoint",
"0183-06","MS","MOLDE LAVAMANOS OSLO 124X48","Disponible","Activo","False","28",,,"100.00","8/30/2024 1:19 PM","3/10/2026 7:41 AM",,,"4","0","0","296","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"0175-23","MS","MOLDE LAVAMANOS OSLO 48X43","Disponible","En reparación","Verdadero","28","6.7",,"60.00","4/19/2023 2:12 PM","3/10/2026 6:53 AM",,,"0","0","0","1,262","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Mantenimiento","supabase",
"0183-05","MS","MOLDE LAVAMANOS OSLO 124X48","Disponible","Activo","False","28",,,"100.00","8/6/2024 2:58 PM","3/9/2026 4:18 PM",,,"14","0","0","309","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"0192-19","MS","MOLDE LAVAMANOS OSLO 63X48","Disponible","Activo","False","28","10.7",,"60.00","5/14/2024 9:55 AM","3/9/2026 3:46 PM","Desmanchado",,"0","0","0","706","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Mantenimiento","sharepoint",
"0177-14","MS","MOLDE LAVAMANOS OSLO 48X38","Disponible","En reparación","Verdadero","28",,,"35.00","5/13/2025 11:15 AM","3/9/2026 1:54 PM","Desmanchado",,"0","0","0","445","Brillante",,"Microsoft Power Platform","Jakeline Chaverra Soto","Mantenimiento","sharepoint",
"0188-04","MS","MOLDE LAVAMANOS OSLO 94X48","Disponible","Activo","False","28",,,"100.00","11/5/2024 9:02 AM","3/9/2026 1:46 PM",,,"9","0","0","240","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"209-07","MS","MOLDE MESON COCINA 180X60 PERF-CUB V.2","Disponible","En reparación","Verdadero","28",,,"44.50","2/20/2025 9:55 AM","3/9/2026 1:21 PM",,,"0","0","0","176","Brillante",,"Microsoft Power Platform","Jakeline Chaverra Soto","Mantenimiento","supabase",
"0087-15","MS","MOLDE LAVARROPAS AQUA 80X60 BRILLANTE","Disponible","Activo","False","28",,,"50.00","7/9/2024 2:22 PM","3/9/2026 11:45 AM","Desmanchado",,"0","0","0","386","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Mantenimiento","sharepoint",
"00900","MS","MOLDE LAVARROPAS ECO 46X51","Disponible","En reparación","Verdadero","36",,,"50.00","4/15/2025 7:12 AM","3/9/2026 9:43 AM","Desmanchado",,"0","0","0","476","Mate",,"Microsoft Power Platform","Jakeline Chaverra Soto","Mantenimiento","sharepoint",
"1259-03","MS","MOLDE LAVAMANOS BARI 63X48","Disponible","Activo","False","28","10.7",,"56.00","4/26/2021 2:26 PM","3/9/2026 8:13 AM",,,"8","0","0","533","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"0190-11","MS","MOLDE LAVAMANOS OSLO 79X48","Disponible","Activo","False","28","15",,"77.00","8/16/2023 3:46 PM","3/9/2026 7:54 AM",,,"0","0","0","372","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Mantenimiento","sharepoint",
"0194-11","MS","MOLDE LAVAMANOS SIENA 63x48","Disponible","Activo","False","28","8.2",,"73.00","10/4/2023 8:07 AM","3/9/2026 7:06 AM",,,"9","0","0","1,021","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"0185-02","MS","MOLDE LAVAMANOS GENOVA 124X48","Disponible","Activo","False","28","19.6",,"80.00","4/26/2021 2:26 PM","3/7/2026 1:06 PM",,,"0","0","0","437","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Mantenimiento","sharepoint",
"0195-04","MS","MOLDE PLAQUITA PARA LVM GENOVA 94X48","Disponible","Activo","False","28",,,"10.00","10/21/2025 7:55 AM","3/7/2026 9:21 AM",,,"0","0","0","1","Brillante",,"Microsoft Power Platform","Jakeline Chaverra Soto","Mantenimiento","sharepoint",
"0179-02","MS","MOLDE LAVARROPAS PRO IZQUIERDO 100X60","Disponible","Activo","False","28",,,"50.00","1/22/2025 3:26 PM","3/7/2026 6:52 AM",,,"0","0","0","20","Brillante",,"Microsoft Power Platform","Jakeline Chaverra Soto","Mantenimiento","sharepoint",
"219-02","MS","MOLDE LAVARROPAS VERSA 50X50 BRILLANTE","Disponible","Activo","False","28","8",,"38.00","5/24/2024 11:40 AM","3/7/2026 6:28 AM",,,"9","0","0","407","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"231-05","ms","MOLDE MESON COCINA 150X60 V.2 - PERF-CUB","Disponible","Activo","False","28",,,"0.00","2/13/2026 9:16 AM","3/6/2026 1:59 PM",,,"6","0","0","6",,,,"Brian Stiven Sánchez Hernández","Brian Stiven Sánchez Hernández","supabase",
"231-03","ms","MOLDE MESON COCINA 150X60 V.2 - PERF-CUB","Disponible","Activo","False","28",,,"0.00","1/15/2026 8:28 AM","3/6/2026 1:59 PM",,,"15","0","0","15",,,,"Brian Stiven Sánchez Hernández","Brian Stiven Sánchez Hernández","supabase",
"0195-05","ms","MOLDE PLAQUITA PARA LVM GENOVA 94X48","Disponible","Activo","False","28",,,"0.00","11/24/2025 8:23 AM","3/6/2026 1:58 PM",,,"0","0","0","0",,,,"Jakeline Chaverra Soto","Brian Stiven Sánchez Hernández","sharepoint",
"00977","MS","MOLDE MESON ECO 120X55 BRILLANTE","Disponible","Activo","False","28","22",,"30.00","4/26/2021 2:25 PM","3/6/2026 12:23 PM",,,"1","0","0","185","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"0124-41","MS","MOLDE LAVARROPAS ECO 46X51","Disponible","En reparación","Verdadero","36","7.5",,"40.00","12/7/2023 10:22 AM","3/6/2026 11:53 AM",,,"0","0","0","1,323","Mate",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Mantenimiento","sharepoint",
"0183-07","MS","MOLDE LAVAMANOS OSLO 124X48","Disponible","Activo","False","28",,,"100.00","8/12/2024 3:42 PM","3/6/2026 11:39 AM",,,"15","0","0","315","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"0192-15","MS","MOLDE LAVAMANOS OSLO 63X48","Disponible","Activo","False","28","10.7",,"50.00","12/21/2023 1:39 PM","3/6/2026 10:53 AM",,,"0","0","0","754","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Mantenimiento","sharepoint",
"204-01","MS","MOLDE LAVAMANOS BARI 94X48","Disponible","Activo","Verdadero","28","14.6",,"85.00","4/26/2021 2:26 PM","3/6/2026 10:04 AM",,,"11","0","0","159","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"0187-02","MS","MOLDE LAVAMANOS GENOVA 94X48","Disponible","Activo","False","28","18.6",,"68.00","4/26/2021 2:26 PM","3/5/2026 7:08 PM",,,"7","0","0","486","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"0106-33","MS","MOLDE LAVARROPAS ECO 60X60","Disponible","Activo","Verdadero","36","12.3",,"45.00","10/24/2023 3:33 PM","3/5/2026 3:57 PM",,,"12","0","0","906","Mate",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"1305-01","FV","MOLDE DANESA 189X113X45","Disponible","Activo","False","12","11.8","9.9","40.00","4/26/2021 2:25 PM","3/5/2026 3:27 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Mantenimiento","sharepoint",
"1253-05","FV","MOLDE BAÑERA CATALUÑA 170X90","Disponible","Activo","False","12","0","12.41","100.00","3/16/2022 8:46 AM","3/5/2026 3:19 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Mantenimiento","sharepoint",
"205-05","MS","MOLDE LAVAMANOS SIENA 48X43","Disponible","Activo","False","28","4.7",,"40.00","4/26/2021 2:26 PM","3/5/2026 7:29 AM",,,"22","0","0","801","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"205-02","MS","MOLDE LAVAMANOS SIENA 48X43","Disponible","Activo","False","28","4.7",,"44.00","4/26/2021 2:26 PM","3/5/2026 7:28 AM",,,"13","0","0","931","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"205-01","MS","MOLDE LAVAMANOS SIENA 48X43","Disponible","Activo","False","28","4.7",,"44.00","4/26/2021 2:26 PM","3/4/2026 9:51 PM",,,"18","0","0","906","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"0194-23","MS","MOLDE LAVAMANOS SIENA 63x48","Disponible","Activo","False","28",,,"45.00","4/3/2025 7:37 AM","3/4/2026 2:21 PM",,,"1","0","0","230","Brillante",,"Microsoft Power Platform","Jakeline Chaverra Soto","Administrador Global","supabase",
"0174-01","MS","MOLDE LAVARROPAS PRO IZQUIERDO 140X60","Disponible","Activo","False","28","26.1",,"48.00","4/26/2021 2:26 PM","3/4/2026 1:29 PM",,,"15","0","0","153","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"0163-06","MS","MOLDE LAVAMANOS BARI 63X48","Disponible","Activo","False","28","10.7",,"56.00","10/28/2021 8:16 AM","3/4/2026 1:13 PM",,,"10","0","0","313","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"0168-10","MS","MOLDE LAVARROPAS 50X50 BRILLANTE","Disponible","Activo","False","28",,,"10.00","3/6/2025 9:53 AM","3/4/2026 8:09 AM",,,"0","0","0","307","Brillante",,"Microsoft Power Platform","Jakeline Chaverra Soto","Mantenimiento","sharepoint",
"0194-13","MS","MOLDE LAVAMANOS SIENA 63x48","Disponible","Activo","False","28",,,"60.00","2/28/2024 10:33 AM","3/4/2026 7:47 AM",,,"17","0","0","828","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"205-08","MS","MOLDE LAVAMANOS SIENA 48X43","Disponible","Activo","False","28","4.7",,"44.00","4/26/2021 2:26 PM","3/3/2026 11:37 AM",,,"6","0","0","955","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"1253-06","FV","MOLDE BAÑERA CATALUÑA 170X90","Disponible","Activo","False","12","0","12.41","100.00","9/29/2023 2:43 PM","3/3/2026 11:13 AM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Mantenimiento","sharepoint",
"1253-04","FV","MOLDE BAÑERA CATALUÑA 170X90","Disponible","Activo","False","12","0","12.41","100.00","12/29/2021 3:09 PM","3/3/2026 11:11 AM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Maria Elena Perez Ospina","Mantenimiento","sharepoint",
"0190-17","MS","MOLDE LAVAMANOS OSLO 79X48","Disponible","Activo","False","28","15",,"77.00","6/17/2024 1:30 PM","3/3/2026 9:25 AM",,,"0","0","0","314","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Mantenimiento","sharepoint",
