"Número de serie","Planta","Número de artículo","Estado","Estado Molde","Captura","Vueltas MTO","peso masa","Peso resina cargada","Altura de pestaña molde","Creado","Modificado","Comentarios","Usuario activo","Vueltas","Vueltas desmanchado","Vueltas reparacion","Vueltas totales","Acabado","Tipo de molde","Aplicación modificada por","Creado por","Modificado por","modificadoDesde","Masa ADM"
"0180-02","MS","MOLDE LAVAPLATOS KOA 84X56","Disponible","Activo","False","20","16.1",,"19.00","4/26/2021 2:26 PM","1/26/2026 7:10 AM",,,"1","0","0","700","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"208-09","RTM","MOLDE LAVARROPAS VIVE 60X50","Disponible","Activo","False","12","0.8",,"50.00","10/5/2022 8:52 AM","1/22/2026 12:44 PM",,,"0","0","0","0","Mate",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Mantenimiento","sharepoint",
"208-06","RTM","MOLDE LAVARROPAS VIVE 60X50","Disponible","Activo","False","12","0.8",,"50.00","2/22/2022 4:56 PM","1/22/2026 12:41 PM","Pestaña a revisar",,"0","0","0","0","Mate",,"Microsoft Power Platform","Alejandro Isaza","Mantenimiento","sharepoint",
"208-03","RTM","MOLDE LAVARROPAS VIVE 60X50","Disponible","Activo","False","12","0.8",,"60.00","4/26/2021 2:26 PM","1/22/2026 12:39 PM",,,"0","0","0","0","Mate",,"Microsoft Power Platform","Alejandro Isaza","Mantenimiento","sharepoint",
"0032-06","FV","MOLDE HONOLULU IZQUIERDA 180X120","Disponible","Activo","False","12","15.4",,"50.00","4/26/2021 2:25 PM","1/22/2026 10:15 AM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Mantenimiento","sharepoint",
"0011-04","FV","MOLDE FRANCESA 160X90","Disponible","En reparación","Verdadero","12",,"8.4","20.00","4/26/2021 2:25 PM","1/16/2026 8:39 AM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Mantenimiento","sharepoint",
"0023-01","FV","MOLDE BONAIRE 183X152","Disponible","Activo","False","12","0.6",,"40.00","4/26/2021 2:25 PM","1/15/2026 11:39 AM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Mantenimiento","sharepoint",
"1274-01","FV","MOLDE AMERICANA PLUS V.2","Disponible","Activo","False","12","0.9",,"50.00","4/26/2021 2:26 PM","1/9/2026 2:07 PM","ignorar historial",,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Mantenimiento","sharepoint",
"0124-17","MS","MOLDE LAVARROPAS ECO 46X51","No disponible","En reparación","Verdadero","40","7.5",,"40.00","10/30/2021 2:32 PM","1/9/2026 7:45 AM","ignorar historial",,"0","0","0","1,258","Mate",,"Microsoft Power Platform","Oswaldo Rivera Taborda","Mantenimiento",,
"1277-04","RTM","MOLDE ZOCALO 150X8X4 RTM","Disponible","Activo","False","12","0.8",,"10.00","4/26/2021 2:26 PM","1/8/2026 3:21 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Mantenimiento","sharepoint",
"1276-03","RTM","MOLDE ZOCALO 150X8X4 RTM","Disponible","Activo","False","12","0.8",,"10.00","4/26/2021 2:26 PM","1/8/2026 1:06 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Mantenimiento","sharepoint",
"1062","FV","MOLDE FALDON BAÑERA HONOLULU DERECHA","Disponible","Activo","False","12","0.9",,"100.00","4/26/2021 2:26 PM","12/30/2025 12:52 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Mantenimiento","sharepoint",
,"MOLDES","MODELO LAVAMANOS SIENA 94X48","Disponible","En fabricación","Verdadero","1",,,"0.00","10/16/2024 1:50 PM","12/26/2025 4:44 PM",,,"0","0","0","0","Brillante",,,"Juliana Muñoz Vasquez","Brian Stiven Sánchez Hernández","sharepoint",
,"MOLDES","MODELO PLAQUITA PARA LVM GENOVA 63X48","Disponible","En fabricación","Verdadero","1",,,"0.00","10/10/2024 4:22 PM","12/26/2025 4:44 PM",,,"0","0","0","0","Brillante",,,"Juliana Muñoz Vasquez","Brian Stiven Sánchez Hernández","sharepoint",
"232-01",,"MOLDE FALDON SANTORINI PLUS 180x80","Disponible","En fabricación","Verdadero","12",,,"0.00","11/14/2025 7:45 AM","12/26/2025 4:41 PM",,,"0","0","0","0",,,,"Jakeline Chaverra Soto","Brian Stiven Sánchez Hernández","sharepoint",
"228-01",,"MOLDE MYDAS EMPOTRAR 182","Disponible","Activo","False",,,,"15.00","6/5/2025 7:28 AM","12/22/2025 10:03 AM",,,"0","0","0",,"Brillante",,"Microsoft Power Platform","Jakeline Chaverra Soto","Mantenimiento","sharepoint",
"00431","FV","MOLDE NORUEGA 156","Disponible","Activo","False","12","0.8",,"100.00","3/16/2022 8:56 AM","12/18/2025 1:47 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Sara María Aguilar Sierra","Mantenimiento","sharepoint",
"1289-02","FV","MOLDE BAÑERA MALTA 160X80","Disponible","Activo","False","12","10",,"20.00","4/26/2021 2:26 PM","12/16/2025 1:33 PM","ignorar historial",,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Mantenimiento","sharepoint",
"0124-14","MS","MOLDE LAVARROPAS ECO 46X51","No disponible","En reparación","Verdadero","40","7.5",,"40.00","4/26/2021 2:26 PM","12/16/2025 1:24 PM",,,"0","0","0","1,104","Mate",,"Microsoft Power Platform","Alejandro Isaza","Mantenimiento",,
"1295-02","RTM","MOLDE ZOCALO 150X8X4 RTM","Disponible","En reparación","Verdadero","12","0.8",,"10.00","4/26/2021 2:26 PM","12/16/2025 7:13 AM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Mantenimiento","sharepoint",
"0180-07","MS","MOLDE LAVAPLATOS KOA 84X56","Disponible","Activo","False","20","16.1",,"19.00","7/27/2022 5:16 PM","12/12/2025 5:52 AM",,,"1","0","0","492","Brillante",,"Microsoft Power Platform","Sara María Aguilar Sierra","Administrador Global","supabase",
"208-05","RTM","MOLDE LAVARROPAS VIVE 60X50","Disponible","Activo","False","12","0.8",,"160.00","4/26/2021 2:26 PM","12/11/2025 8:00 AM",,,"0","0","0","0","Mate",,"Microsoft Power Platform","Alejandro Isaza","Mantenimiento","sharepoint",
"208-04","RTM","MOLDE LAVARROPAS VIVE 60X50","Disponible","Activo","False","12","0.8",,"52.00","4/26/2021 2:26 PM","12/11/2025 7:59 AM",,,"0","0","0","0","Mate",,"Microsoft Power Platform","Alejandro Isaza","Mantenimiento","sharepoint",
"1296-03","RTM","MOLDE ZOCALO 150X8X4 RTM","Disponible","Activo","False","12","0.8",,"10.00","4/26/2021 2:26 PM","12/11/2025 7:52 AM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Mantenimiento","sharepoint",
"1285-05","RTM","MOLDE ZOCALO 150X8X4 RTM","Disponible","Activo","False","12","0.8",,"10.00","4/26/2021 2:26 PM","12/11/2025 7:51 AM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Mantenimiento","sharepoint",
"1297-02","FV","MOLDE FALDON CATALUÑA","Disponible","Activo","False","12","0","11.31","100.00","4/26/2021 2:26 PM","12/10/2025 9:19 AM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Mantenimiento","sharepoint",
"232-01","MS","MOLDE FALDON SANTORINI PLUS 180x80","Disponible","Activo","False","12",,,"0.00","11/14/2025 7:42 AM","12/5/2025 11:04 AM",,,"0","0","0",,,,"Microsoft Power Platform","Jakeline Chaverra Soto","Mantenimiento","sharepoint",
"0180-14","MS","MOLDE LAVAPLATOS KOA 84X56","Disponible","Activo","False","20","16.1",,"19.00","11/27/2023 4:39 PM","12/2/2025 12:31 PM",,,"1","0","0","252","Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Administrador Global","supabase",
"1283","FV","MOLDE QATAR 180X100","Disponible","Activo","False","12","0.8",,"60.00","4/26/2021 2:26 PM","11/24/2025 3:25 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Mantenimiento","sharepoint",
"01059","FV","MOLDE FALDON DANESA","Disponible","Activo","False","12","0.8","9","580.00","4/26/2021 2:26 PM","11/19/2025 2:11 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Mantenimiento","sharepoint",
"0155-03","FV","MOLDE FALDON CATALUÑA","Disponible","Activo","False","12","0","11.31","100.00","4/26/2021 2:26 PM","11/18/2025 1:04 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Mantenimiento","sharepoint",
"0180-03","MS","MOLDE LAVAPLATOS KOA 84X56","Disponible","Activo","False","20","16.1",,"19.00","4/26/2021 2:26 PM","11/11/2025 10:26 AM","Desmanchado",,"0","0","0","701","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Mantenimiento","sharepoint",
"0180-16","MS","MOLDE LAVAPLATOS KOA 84X56","Disponible","Activo","False","20",,,"10.00","6/18/2025 8:03 AM","11/8/2025 9:41 AM",,,"16","0","0","31","Brillante",,"Microsoft Power Platform","Jakeline Chaverra Soto","Administrador Global","supabase",
"0180-04","MS","MOLDE LAVAPLATOS KOA 84X56","Disponible","Activo","False","20","16.1",,"19.00","10/4/2021 8:34 AM","11/8/2025 9:15 AM",,,"19","0","0","669","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Administrador Global","supabase",
"00429","FV","MOLDE FRANCESA 180X90X42","Disponible","Activo","False","12",,"10.2","30.00","4/26/2021 2:25 PM","10/27/2025 5:22 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Mantenimiento","sharepoint",
"00738","FV","MOLDE FRANCESA 180X90X42","Disponible","Activo","False","12",,"10.2","15.00","4/26/2021 2:25 PM","10/27/2025 5:21 PM","ignorar historial",,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Mantenimiento","sharepoint",
"208-01","RTM","MOLDE LAVARROPAS VIVE 60X50","Disponible","Activo","False","12","0.8",,"160.00","4/26/2021 2:26 PM","10/20/2025 6:53 AM",,,"0","0","0","0","Mate",,"Microsoft Power Platform","Alejandro Isaza","Mantenimiento","sharepoint",
"1192-02","FV","MOLDE FALDON BAÑERA NORUEGA","Disponible","Activo","False","12",,,"10.00","11/7/2024 9:58 AM","10/14/2025 12:29 PM",,,"0","0","0",,"Brillante",,"Microsoft Power Platform","Juliana Muñoz Vasquez","Mantenimiento","sharepoint",
"00430","FV","MOLDE NORUEGA 156","Disponible","Activo","False","12","0.8",,"10.00","4/26/2021 2:25 PM","10/9/2025 9:43 AM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Mantenimiento","sharepoint",
"1192-01","FV","MOLDE FALDON BAÑERA NORUEGA","Disponible","Activo","False","12","0.8",,"10.00","4/26/2021 2:26 PM","10/7/2025 3:29 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Mantenimiento","sharepoint",
"1279-02","FV","MOLDE AMERICANA PLUS V.2","Disponible","Activo","False","12","0.9",,"60.00","4/26/2021 2:26 PM","10/2/2025 11:44 AM","ignorar historial",,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Mantenimiento","sharepoint",
"971","FV","MOLDE FALDON BAÑERA HONOLULU IZQUIERDA","Disponible","Activo","False","12","0.9",,"10.00","4/26/2021 2:26 PM","9/26/2025 3:11 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Mantenimiento","sharepoint",
"227-01","MS","MOLDE MESON COCINA VERSA 150X55 SIN PERF CUB ","No disponible","Baja","Verdadero",,,,"14.00","4/30/2025 2:18 PM","9/16/2025 2:18 PM",,,"0","0","0",,"Brillante",,,"Jakeline Chaverra Soto","Jakeline Chaverra Soto","sharepoint",
"0165-01","FV","MOLDE FALDON TAHITI 152X152","Disponible","En reparación","Verdadero","12","0.7",,"10.00","4/26/2021 2:26 PM","9/13/2025 7:07 AM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Mantenimiento","sharepoint",
"1195-01","FV","MOLDE FALDON QATAR 180X100","Disponible","Activo","False","12","0.8",,"10.00","4/26/2021 2:26 PM","9/10/2025 3:13 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Mantenimiento","sharepoint",
,"FV","MODELO FALDON SANTORINI PLUS 180x80",,,"False",,,,"0.00","9/8/2025 8:46 AM","9/8/2025 8:46 AM",,,"0","0","0",,,,,"Jakeline Chaverra Soto","Jakeline Chaverra Soto","sharepoint",
"1283-03","FV","MOLDE AMERICANA PLUS V.2","No disponible","Baja","False","12","0.9",,"70.00","4/26/2021 2:26 PM","8/12/2025 3:07 PM","ignorar historial",,"0","0","0","0","Brillante",,,"Alejandro Isaza","Jakeline Chaverra Soto",,
"1253-01","FV","MOLDE BAÑERA CATALUÑA 170X90","No disponible","Baja","Verdadero","12","0","12.41","100.00","4/26/2021 2:26 PM","8/12/2025 3:02 PM",,,"0","0","0","1","Brillante",,,"Alejandro Isaza","Jakeline Chaverra Soto","sharepoint",
"1275-02","RTM","MOLDE ZOCALO 150X8X4 RTM","No disponible","Baja","False","12","0.8",,"10.00","4/26/2021 2:26 PM","8/12/2025 3:02 PM",,,"0","0","0","0","Brillante",,,"Alejandro Isaza","Jakeline Chaverra Soto","sharepoint",
"1294-01","RTM","MOLDE ZOCALO 150X8X4 RTM","No disponible","Baja","False","12","0.8",,"10.00","4/26/2021 2:26 PM","8/12/2025 3:02 PM",,,"0","0","0","0","Brillante",,,"Alejandro Isaza","Jakeline Chaverra Soto","sharepoint",
"1260","RTM","MOLDE ZOCALO 150X8X4 RTM","No disponible","Baja","False","12","0.8",,"20.00","4/26/2021 2:26 PM","8/12/2025 3:01 PM",,,"0","0","0","0","Brillante",,,"Alejandro Isaza","Jakeline Chaverra Soto","sharepoint",
"0104-8","MS","MOLDE LAVARROPAS ECO 48X60","No disponible","Baja","Verdadero","40","8.5",,"73.00","4/26/2021 2:25 PM","8/12/2025 2:54 PM","Desmanchado",,"36","0","0","63","Mate",,,"Alejandro Isaza","Jakeline Chaverra Soto","supabase",
"00054","FV","MOLDE CHATTANOOGAN 200X200","No disponible","Baja","False","12","30",,"60.00","4/26/2021 2:25 PM","8/12/2025 2:41 PM",,,"0","0","0","0","Brillante",,,"Alejandro Isaza","Jakeline Chaverra Soto","sharepoint",
"01062","FV","MOLDE HONOLULU IZQUIERDA 180X120","No disponible","Baja","False","12","15.4",,"50.00","4/26/2021 2:25 PM","8/12/2025 2:40 PM",,,"0","0","0","1","Brillante",,,"Alejandro Isaza","Jakeline Chaverra Soto","sharepoint",
"01087","FV","MOLDE IBIZA 182X123","No disponible","Baja","False","12","14.85",,"50.00","4/26/2021 2:25 PM","8/12/2025 2:39 PM",,,"0","0","0","0","Brillante",,,"Alejandro Isaza","Jakeline Chaverra Soto","sharepoint",
"00049","FV","MOLDE CHALLENGER 190X190","No disponible","Baja","False","12","0.7",,"40.00","4/26/2021 2:25 PM","8/12/2025 2:38 PM",,,"0","0","0","0","Brillante",,,"Alejandro Isaza","Jakeline Chaverra Soto",,
"01061","FV","MOLDE HONOLULU DERECHA 180X120","No disponible","Baja","False","12","15.4",,"10.00","4/26/2021 2:25 PM","8/12/2025 2:38 PM","ignorar historial",,"0","0","0","2","Brillante",,,"Alejandro Isaza","Jakeline Chaverra Soto",,
"0004-01","FV","MOLDE AMERICANA PLUS IZQUIERDA 153X78","No disponible","Baja","False","12","0.7",,"10.00","4/26/2021 2:25 PM","8/12/2025 2:31 PM",,,"0","0","0","0","Brillante",,,"Alejandro Isaza","Jakeline Chaverra Soto","sharepoint",
"0004-05","FV","MOLDE AMERICANA PLUS IZQUIERDA 153X78","No disponible","Baja","False","12","0.6",,"35.00","4/26/2021 2:25 PM","8/12/2025 2:31 PM","ignorar historial",,"0","0","0","0","Brillante",,,"Alejandro Isaza","Jakeline Chaverra Soto","sharepoint",
"0004-02","FV","MOLDE AMERICANA PLUS DERECHA 153X78","No disponible","Baja","False","12","0.7",,"40.00","4/26/2021 2:25 PM","8/12/2025 2:31 PM","ignorar historial",,"0","0","0","0","Brillante",,,"Alejandro Isaza","Jakeline Chaverra Soto","sharepoint",
"00043","FV","MOLDE DANESA 189X113X45","No disponible","Baja","False","12","11.8","9.9","60.00","4/26/2021 2:25 PM","8/12/2025 2:30 PM",,,"0","0","0","0","Brillante",,,"Alejandro Isaza","Jakeline Chaverra Soto","sharepoint",
"0004-01","FV","MOLDE JAMAICA PLUS IZQUIERDA 152X75","No disponible","Baja","False","12",,"9.6",,"4/26/2021 2:26 PM","8/12/2025 2:30 PM",,,"0","0","0","0","Brillante",,,"Alejandro Isaza","Jakeline Chaverra Soto",,
"0004-02","FV","MOLDE JAMAICA PLUS IZQUIERDA 152X75","No disponible","Baja","False","12",,"9.6",,"4/26/2021 2:26 PM","8/12/2025 2:30 PM","ignorar historial",,"0","0","0","0","Brillante",,,"Alejandro Isaza","Jakeline Chaverra Soto",,
"0004-04","FV","MOLDE JAMAICA PLUS IZQUIERDA 152X75","No disponible","Baja","False","12",,"9.6","25.00","4/26/2021 2:26 PM","8/12/2025 2:29 PM","ignorar historial",,"0","0","0","0","Brillante",,,"Alejandro Isaza","Jakeline Chaverra Soto",,
"00023","FV","MOLDE ITALIANA ECO 140X70","No disponible","Baja","False","12","0.7",,"10.00","4/26/2021 2:25 PM","8/12/2025 2:29 PM",,,"0","0","0","0","Brillante",,,"Alejandro Isaza","Jakeline Chaverra Soto",,
"00002","FV","MOLDE SAVANNA 170X80X40","No disponible","Baja","False","12","0.7",,,"4/26/2021 2:25 PM","8/12/2025 2:29 PM",,,,,,"0","Brillante",,,"Alejandro Isaza","Jakeline Chaverra Soto",,
"0004-04","FV","MOLDE AMERICANA PLUS IZQUIERDA 153X78","No disponible","Baja","False","12","0.6",,"40.00","4/26/2021 2:25 PM","8/12/2025 2:29 PM","ignorar historial",,"0","0","0","0","Brillante",,,"Alejandro Isaza","Jakeline Chaverra Soto","sharepoint",
"0004-03","FV","MOLDE AMERICANA PLUS IZQUIERDA 153X78","No disponible","Baja","False","12","0.6",,"40.00","4/26/2021 2:25 PM","8/12/2025 2:28 PM",,,"0","0","0","0","Brillante",,,"Alejandro Isaza","Jakeline Chaverra Soto","sharepoint",
"0003-04","FV","MOLDE AMERICANA PLUS DERECHA 153X78","0003-04","Baja","False","12","0.7",,"35.00","4/26/2021 2:25 PM","8/12/2025 2:26 PM","ignorar historial",,"0","0","0","0","Brillante",,,"Alejandro Isaza","Jakeline Chaverra Soto","sharepoint",
"00008","FV","MOLDE AMERICANA 140X78","No disponible","Baja","False","12","0.6",,"64.00","4/26/2021 2:25 PM","8/12/2025 2:26 PM","P",,"0","0","0","15","Brillante",,,"Alejandro Isaza","Jakeline Chaverra Soto","sharepoint",
,,"MODELO MESON ECO 120X55 BRILLANTE",,,"False",,,,"0.00","8/4/2025 4:10 PM","8/4/2025 4:10 PM",,,"0","0","0",,,,,"Jakeline Chaverra Soto","Jakeline Chaverra Soto","sharepoint",
,,"MODELO MESON COCINA 180X60 SIN PERF V2",,,"False",,,,"0.00","7/27/2025 5:10 PM","7/27/2025 5:10 PM",,,"0","0","0",,,,,"Jakeline Chaverra Soto","Jakeline Chaverra Soto","sharepoint",
,,"MODELO PLACA PARA ENSAYOS 30X20 CM",,,"False",,,,"0.00","7/8/2025 7:35 AM","7/8/2025 7:35 AM",,,"0","0","0",,,,,"Jakeline Chaverra Soto","Jakeline Chaverra Soto","sharepoint",
,,"MODELO  LAVAMANOS GENOVA 124X48",,,"False",,,,"0.00","7/7/2025 2:16 PM","7/7/2025 2:16 PM",,,"0","0","0",,,,,"Jakeline Chaverra Soto","Jakeline Chaverra Soto","sharepoint",
"0120-04","FV","MOLDE FALDON AMERICANA PLUS","Disponible","Activo","False","12","0.9",,"15.00","4/26/2021 2:26 PM","7/4/2025 10:29 AM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Mantenimiento","sharepoint",
"228-02","FV","MOLDE MYDAS EMPOTRAR 182","Disponible","Activo","False","12",,,"0.00","6/5/2025 7:29 AM","7/2/2025 7:46 AM",,,"0","0","0","0",,,,"Jakeline Chaverra Soto","Jakeline Chaverra Soto","sharepoint",
"0173-01","FV","MOLDE FALDON AMERICANA PLUS EN L","Disponible","Activo","False","12","0.9",,"10.00","4/26/2021 2:26 PM","7/1/2025 10:06 AM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Mantenimiento","sharepoint",
,,"MODELO MESON COCINA RTM 180X60 V.2",,,"False",,,,"0.00","6/26/2025 8:40 AM","6/26/2025 8:40 AM",,,"0","0","0",,,,,"Jakeline Chaverra Soto","Jakeline Chaverra Soto","sharepoint",
,,"MODELO SALPICADERO 180X60 V.2",,,"False",,,,"0.00","6/26/2025 8:37 AM","6/26/2025 8:37 AM",,,"0","0","0",,,,,"Jakeline Chaverra Soto","Jakeline Chaverra Soto","sharepoint",
,,"MODELO SALPICADERO 150X60 V.2",,,"False",,,,"0.00","6/26/2025 8:37 AM","6/26/2025 8:37 AM",,,"0","0","0",,,,,"Jakeline Chaverra Soto","Jakeline Chaverra Soto","sharepoint",
,,"MODELO LAVAMANOS SIENA 155x48",,,"False",,,,"0.00","6/26/2025 8:30 AM","6/26/2025 8:36 AM",,,"0","0","0",,,,,"Jakeline Chaverra Soto","Jakeline Chaverra Soto","sharepoint",
,,"MODELO LAVAMANOS GENOVA 155x48",,,"False",,,,"0.00","6/26/2025 8:29 AM","6/26/2025 8:29 AM",,,"0","0","0",,,,,"Jakeline Chaverra Soto","Jakeline Chaverra Soto","sharepoint",
,,"MODELO LAVAMANOS IGUAZU 40X28 ",,,"False",,,,"0.00","6/26/2025 8:29 AM","6/26/2025 8:29 AM",,,"0","0","0",,,,,"Jakeline Chaverra Soto","Jakeline Chaverra Soto","sharepoint",
,,"MODELO LAVATRAPEROS ECO 30X30",,,"False",,,,"0.00","6/26/2025 8:26 AM","6/26/2025 8:26 AM",,,"0","0","0",,,,,"Jakeline Chaverra Soto","Jakeline Chaverra Soto","sharepoint",
"208-02","RTM","MOLDE LAVARROPAS VIVE 60X50","Disponible","Activo","False","12","0.8",,"15.00","4/26/2021 2:26 PM","6/24/2025 2:33 PM",,,"0","0","0","0","Mate",,"Microsoft Power Platform","Alejandro Isaza","Mantenimiento","sharepoint",
"1300-03","FV","MOLDE FALDON BAÑERA HONOLULU IZQUIERDA","Disponible","Activo","False","12","0.9",,"10.00","4/26/2021 2:26 PM","5/8/2025 2:36 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Mantenimiento","sharepoint",
,"FV","MODELO MYDAS 182",,,"False",,,,"0.00","4/28/2025 4:43 PM","4/28/2025 4:43 PM",,,"0","0","0",,,,,"Jakeline Chaverra Soto","Jakeline Chaverra Soto","sharepoint",
"00234","FV","MOLDE FRANCESA 181X123","No disponible","Baja","False","12",,"15.1","50.00","4/26/2021 2:25 PM","4/14/2025 5:02 PM",,,"0","0","0","0","Brillante",,,"Alejandro Isaza","Jakeline Chaverra Soto",,
"00036","FV","MOLDE FRANCESA 160X90","No disponible","Baja","Verdadero","12",,"8.4","30.00","4/26/2021 2:25 PM","4/14/2025 4:55 PM",,,"0","0","0","0","Brillante",,,"Alejandro Isaza","Jakeline Chaverra Soto","sharepoint",
"1282-01","FV","MOLDE FALDON BAÑERA MALTA","Disponible","Activo","False","12","0.9",,"10.00","4/26/2021 2:26 PM","4/7/2025 2:59 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Mantenimiento","sharepoint",
,,"MODELO MESON COCINA VERSA 150X55  SIN PERF CUB",,,"False",,,,"0.00","3/25/2025 11:31 AM","3/25/2025 12:02 PM",,,"0","0","0",,,,,"Jakeline Chaverra Soto","Jakeline Chaverra Soto","sharepoint",
,,"MODELO PLAQUITA PARA LVM GENOVA 94X48",,,"False",,,,"0.00","3/25/2025 11:22 AM","3/25/2025 11:22 AM",,,"0","0","0",,,,,"Jakeline Chaverra Soto","Jakeline Chaverra Soto","sharepoint",
,,"MODELO PLAQUITA PARA LVM GENOVA 79X48",,,"False",,,,"0.00","3/25/2025 11:22 AM","3/25/2025 11:22 AM",,,"0","0","0",,,,,"Jakeline Chaverra Soto","Jakeline Chaverra Soto","sharepoint",
,,"MODELO  PLAQUITA PARA LVM GENOVA 63X48",,,"False",,,,"0.00","3/25/2025 11:20 AM","3/25/2025 11:20 AM",,,"0","0","0",,,,,"Jakeline Chaverra Soto","Jakeline Chaverra Soto","sharepoint",
"00958","FV","MOLDE FALDON MILENIUM LARGO","Disponible","Activo","False","12","0.9",,"10.00","4/26/2021 2:26 PM","3/14/2025 3:22 PM",,,"0","0","0","0","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Mantenimiento","sharepoint",
"00963","FV","MOLDE FALDON MILENIUM CORTO","Disponible","Activo","False","12","0.9",,"10.00","4/26/2021 2:26 PM","3/14/2025 1:45 PM",,,"0","0","0","1","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Mantenimiento","sharepoint",
"1278-02","FV","MOLDE CHATTANOOGAN 200X200","Disponible","Activo","False","12","30",,"60.00","4/26/2021 2:25 PM","2/25/2025 3:12 PM",,,"0","0","0","1","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Mantenimiento","sharepoint",
,,"MODELO MESON COCINA 180X60 PERF-CUB V.2",,,"False",,,,"0.00","2/25/2025 12:22 PM","2/25/2025 12:22 PM",,,"0","0","0",,,,,"Jakeline Chaverra Soto","Jakeline Chaverra Soto","sharepoint",
,,"MODELO  LAVAPLATOS KOA 63X51 1 BOWL",,,"False",,,,"0.00","2/25/2025 12:21 PM","2/25/2025 12:21 PM",,,"0","0","0",,,,,"Jakeline Chaverra Soto","Jakeline Chaverra Soto","sharepoint",
,,"MODELO MEDIA ESFERA",,,"False",,,,"0.00","2/20/2025 1:49 PM","2/20/2025 1:49 PM",,,"0","0","0",,,,,"Jakeline Chaverra Soto","Jakeline Chaverra Soto","sharepoint",
,,"MODELO LAVAMANOS GENOVA 63X48",,,"False",,,,"0.00","2/20/2025 9:48 AM","2/20/2025 9:48 AM",,,"0","0","0",,,,,"Jakeline Chaverra Soto","Jakeline Chaverra Soto","sharepoint",
"00678","FV","MOLDE FRANCESA 181X123","Disponible","Activo","False","12",,"15.1","40.00","4/26/2021 2:25 PM","2/18/2025 9:58 AM",,,"0","0","0","2","Brillante",,"Microsoft Power Platform","Alejandro Isaza","Mantenimiento","sharepoint",
,,"MODELO LAVARROPAS VERSA 55X50",,,"False",,,,"0.00","2/14/2025 3:51 PM","2/14/2025 3:51 PM",,,"0","0","0",,,,,"Jakeline Chaverra Soto","Jakeline Chaverra Soto","sharepoint",
,"MS","MODELO LAVARROPAS AQUA 60X60 BRILLANTE",,,"False",,,,"0.00","2/4/2025 6:26 PM","2/9/2025 4:47 PM",,,"0","0","0",,,,,"Jakeline Chaverra Soto","Jakeline Chaverra Soto","sharepoint",
,"MS","MODELO LAVARROPAS AQUA 80X60 BRILLANTE",,,"False",,,,"0.00","2/4/2025 6:32 PM","2/9/2025 4:47 PM",,,"0","0","0",,,,,"Jakeline Chaverra Soto","Jakeline Chaverra Soto","sharepoint",
,"MS","MODELO LAVARROPAS AQUA 90X60 BRILLANTE",,,"False",,,,"0.00","1/10/2025 3:15 PM","1/10/2025 3:15 PM",,,"0","0","0",,,,,"Jakeline Chaverra Soto","Jakeline Chaverra Soto","sharepoint",
