"Título","CODIGO MOLDE","DEFECTOS A REPARAR","FECHA ENTRADA","FECHA ESPERADA","FECHA ENTREGA","ESTADO","OBSERVACIONES","Usuario","Recibido","Prioridad","H altura de pestaña","Created","Responsable","Tipo de reparacion","Tipo","ID","espesor_pestana","espesor_bowl","espesor_fondo","espesor_parte_plana","espesor_angulos","espesor_radios","Modified","Created By","Modified By"
"MOLDE LAVARROPAS ECO 46X51","0124-19","Molde Despicado, ","1/20/2026","1/22/2026","1/21/2026","Entregado",,"Lina Osorio",,"19,058","40.00","1/20/2026 12:40 PM","Lina Osorio","Rapida","Molde","39740","0","0","0","0","0","0","1/21/2026 11:22 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS ECO 48X38","0062-55","Molde Despicado, Molde Fisurado, ","1/20/2026","1/21/2026","1/21/2026","Entregado",,"Lina Osorio",,"19,059","30.00","1/20/2026 12:46 PM","Lina Osorio","Rapida","Molde","39741","0","0","0","0","0","0","1/21/2026 12:04 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS AQUA 60X60 BRILLANTE","0086-16","Molde Despicado, ","1/20/2026","1/22/2026","1/22/2026","Entregado",,"Lina Osorio",,"19,060","55.00","1/20/2026 12:49 PM","Lina Osorio","Rapida","Molde","39742","0","0","0","0","0","0","1/22/2026 12:17 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 60X60","0106-26","Exceso de masa en el Contramolde, Molde Despicado, ","1/20/2026","1/22/2026","1/22/2026","Entregado",,"Lina Osorio",,"19,061","45.00","1/20/2026 12:51 PM","Lina Osorio","Rapida","Molde","39743","0","0","0","0","0","0","1/22/2026 10:28 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS GENOVA 63X48","0193-07","Molde Rayado, Molde Tallado, ","1/20/2026","1/21/2026","1/22/2026","Entregado",,"Lina Osorio",,"19,062","45.00","1/20/2026 12:52 PM","Lina Osorio","Rapida","Molde","39744","0","0","0","0","0","0","1/22/2026 10:07 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X43","0175-45","Molde Despicado, Molde Rayado, ","1/20/2026","1/21/2026","1/22/2026","Entregado",,"Lina Osorio",,"19,063","44.50","1/20/2026 12:53 PM","Lina Osorio","Rapida","Molde","39745","0","0","0","0","0","0","1/22/2026 10:12 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 80X60","0107-21","Exceso de masa en el Contramolde, Molde con Acumulación de cera, Conta molde con Acumulación de cera, Molde Despicado, ","1/20/2026","1/21/2026","1/22/2026","Entregado",,"Lina Osorio",,"19,064","60.00","1/20/2026 12:54 PM","Lina Osorio","Rapida","Molde","39746","0","0","0","0","0","0","1/22/2026 10:25 AM","Mantenimiento","Mantenimiento"
"MOLDE HONOLULU IZQUIERDA 180X120","0032-06","Molde Fisurado, Molde Rayado, Molde con poros, ","1/20/2026","1/23/2026","1/22/2026","Entregado",,"Lina Osorio",,"19,065","50.00","1/20/2026 1:20 PM","Lina Osorio","Rapida","Molde","39747","0","0","0","0","0","0","1/22/2026 10:15 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS PARMA 63X48 BRILLANTE","1199-04","Molde Rayado, Molde Despicado, , ","1/20/2026","1/22/2026","1/21/2026","Entregado",,"Lina Osorio",,"19,066","20.00","1/20/2026 1:40 PM","Lina Osorio","Rapida","Molde","39748","0","0","0","0","0","0","1/21/2026 3:20 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS ECO 48X38","0062-59","Molde Rayado, Molde Tallado, ","1/20/2026","1/21/2026","1/21/2026","Entregado",,"Lina Osorio",,"19,067","10.00","1/20/2026 1:40 PM","Lina Osorio","Rapida","Molde","39749","0","0","0","0","0","0","1/21/2026 2:18 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS AQUA 48X60 BRILLANTE","0085-17","Desmanchado, ","1/20/2026","1/21/2026","1/21/2026","Entregado","Reportado desde app nueva",,,"1","30.00","1/20/2026 2:09 PM","Lina Osorio","Rapida",,"39751","0","0","0","0","0","0","1/21/2026 7:01 AM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X43","0175-33","Desmanchado, ","1/20/2026","1/21/2026","1/21/2026","Entregado","Reportado desde app nueva",,,"1","30.00","1/20/2026 3:07 PM","Lina Osorio","Rapida",,"39752","0","0","0","0","0","0","1/21/2026 7:02 AM","Administrador Global","Mantenimiento"
"MOLDE LAVARROPAS VERSA 50X50 BRILLANTE","219-01","Desmanchado, , ","1/20/2026","1/21/2026","1/21/2026","Entregado","Reportado desde app nueva",,,"1","30.00","1/20/2026 3:07 PM","Lina Osorio","Rapida",,"39754","0","0","0","0","7","0","1/21/2026 7:20 AM","Administrador Global","Mantenimiento"
"MOLDE LAVARROPAS ECO 80X60","0107-19"," Molde Despicado, Molde Fisurado, ","1/20/2026","1/21/2026","1/21/2026","Entregado","Reportado desde app nueva",,,"1","30.00","1/20/2026 3:41 PM","Lina Osorio","Rapida",,"39756","0","0","0","0","0","0","1/21/2026 2:22 PM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS ECO 48X38","0062-54","Molde Despicado, Molde Rayado, ","1/20/2026","1/21/2026","1/21/2026","Entregado",,"Lina Osorio",,"19,069","20.00","1/21/2026 6:59 AM","Lina Osorio","Rapida","Molde","39757","0","0","0","0","0","0","1/21/2026 7:18 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS AQUA 48X60 BRILLANTE","0085-18","Molde Despicado, Molde Rayado, ","1/21/2026","1/22/2026","1/22/2026","Entregado",,"Lina Osorio",,"19,070","30.00","1/21/2026 7:07 AM","Lina Osorio","Rapida","Molde","39758","0","0","9","0","0","0","1/22/2026 10:13 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVATRAPEROS PRO 46X36","0178-06","Molde Despicado, Molde Rayado, ","1/21/2026","1/22/2026","1/23/2026","Entregado",,"Lina Osorio",,"19,071","40.00","1/21/2026 7:08 AM","Lina Osorio","Rapida","Molde","39759","0","0","0","0","0","0","1/23/2026 10:13 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 46X51","0124-45","Molde con poros, ","1/21/2026","1/21/2026","1/21/2026","Entregado",,"Lina Osorio",,"19,073","40.00","1/21/2026 7:16 AM","Lina Osorio","Rapida","Molde","39761","0","0","0","0","0","0","1/21/2026 7:17 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 46X51","0124-23","Reparación de flauta, ","1/20/2026","1/26/2026","1/22/2026","Entregado",,"Sonia Helena  Puerta puerta",,"19,072","30.00","1/21/2026 7:30 AM","Yurany Andrea Ortiz Torres","Especial","Molde","39762","0","0","0","0","0","0","1/22/2026 2:37 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 46X51","0124-45","Reparación de flauta, ","1/21/2026","1/27/2026","1/26/2026","Entregado",,"Sonia Helena  Puerta puerta",,"19,073","40.00","1/21/2026 7:32 AM","Yurany Andrea Ortiz Torres","Especial","Molde","39763","0","0","0","0","0","0","1/26/2026 11:42 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS RIO 48X43 BRILLANTE","1207-03","Reparación / cambio de pines, ","1/21/2026","1/26/2026","1/27/2026","Entregado",,"Sonia Helena  Puerta puerta",,"19,074","15.00","1/21/2026 7:35 AM","Yurany Andrea Ortiz Torres","Especial","Molde","39764","0","0","0","0","0","0","1/27/2026 10:40 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS QUADRATTO 63X48 BRILLANTE","1231-08","Reparación / cambio de pines, ","1/21/2026","1/27/2026","1/28/2026","Entregado",,"Sonia Helena  Puerta puerta",,"19,075","15.00","1/21/2026 7:38 AM","Yurany Andrea Ortiz Torres","Especial","Molde","39765","0","0","0","0","0","0","1/28/2026 12:02 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 46X51","0124-36","Reparación de flauta, ","1/21/2026","1/27/2026","1/28/2026","Entregado",,"Sonia Helena  Puerta puerta",,"19,076","40.00","1/21/2026 8:21 AM","Yurany Andrea Ortiz Torres","Especial","Molde","39766","0","0","0","0","0","0","1/28/2026 9:40 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X38","0177-14","Desmanchado, ","1/21/2026","1/22/2026","1/21/2026","Entregado","Reportado desde app nueva",,,"1","0.00","1/21/2026 8:26 AM","Lina Osorio","Rapida",,"39767","0","0","0","0","0","0","1/21/2026 9:19 AM","Administrador Global","Mantenimiento"
"MOLDE MESON ECO 150X55 BRILLANTE PERF CUBIERTA","216-08"," Molde Tallado, Molde con Acumulación de cera, Conta molde con Acumulación de cera, Molde Rayado, ","1/21/2026","1/23/2026","1/24/2026","Entregado",,,,"1","30.00","1/21/2026 8:28 AM","Lina Osorio","Rapida",,"39768","0","0","0","0","0","0","1/24/2026 11:32 AM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS ECO 48X38","0062-65","Desmanchado, ","1/21/2026","1/22/2026","1/23/2026","Entregado","Reportado desde app nueva",,,"1","30.00","1/21/2026 10:28 AM","Lina Osorio","Rapida",,"39769","0","0","0","0","0","0","1/23/2026 1:50 PM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS ECO 40X30","202-11","Desmanchado, ","1/21/2026","1/22/2026","1/23/2026","Entregado","Reportado desde app nueva",,,"1","30.00","1/21/2026 10:52 AM","Lina Osorio","Rapida",,"39770","0","0","0","0","0","0","1/23/2026 11:58 AM","Administrador Global","Mantenimiento"
"MOLDE LAVARROPAS ECO 70X60","1189-02","Molde Fisurado, ","1/21/2026","1/21/2026","1/21/2026","Entregado",,"Lina Osorio",,"19,077","20.00","1/21/2026 11:07 AM","Lina Osorio","Rapida","Molde","39771","0","0","0","0","0","0","1/21/2026 2:17 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS ECO 48X38","0062-60","Molde Rayado, ","1/21/2026","1/22/2026","1/22/2026","Entregado",,"Lina Osorio",,"19,078","20.00","1/21/2026 11:08 AM","Lina Osorio","Rapida","Molde","39772","0","0","8","0","0","0","1/22/2026 10:20 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X43","0175-37","Molde Despicado, Molde Rayado, ","1/21/2026","1/23/2026","1/23/2026","Entregado",,"Lina Osorio",,"19,079","40.00","1/21/2026 11:09 AM","Lina Osorio","Rapida","Molde","39773","0","0","0","0","0","0","1/23/2026 12:36 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X43","0175-23","Molde Fisurado, Molde Despicado, Molde pelado, ","1/21/2026","1/23/2026","1/24/2026","Entregado",,"Lina Osorio",,"19,080","60.00","1/21/2026 11:10 AM","Lina Osorio","Rapida","Molde","39774","0","0","0","0","0","0","1/24/2026 10:34 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS OSLO 94X48","0188-06","Molde Rayado, Molde Tallado, Molde Despicado, ","1/21/2026","1/23/2026","1/22/2026","Entregado",,"Lina Osorio",,"19,081","77.00","1/21/2026 11:11 AM","Lina Osorio","Rapida","Molde","39775","0","0","0","0","0","0","1/22/2026 2:07 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X43","0175-46","Brrillado molde, ","1/21/2026","1/22/2026","1/21/2026","Entregado",,"Lina Osorio",,"19,082","55.00","1/21/2026 12:09 PM","Lina Osorio","Rapida","Molde","39776","0","0","0","0","0","0","1/21/2026 2:20 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X38","0177-07","Molde Despicado, Molde pelado, ","1/21/2026","1/23/2026","1/27/2026","Entregado",,"Lina Osorio",,"19,083","30.00","1/21/2026 12:10 PM","Lina Osorio","Rapida","Molde","39777","0","0","0","0","0","0","1/27/2026 12:24 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 46X51","0124-44","Reparación de flauta, , ","1/21/2026","1/28/2026","1/26/2026","Entregado",,"Sonia Helena  Puerta puerta",,"19,084","40.00","1/21/2026 1:18 PM","Yurany Andrea Ortiz Torres","Especial","Molde","39778","0","0","0","0","0","0","1/26/2026 11:49 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 46X51","0124-29","Reparación de flauta, ","1/21/2026","1/29/2026","1/26/2026","Entregado",,"Sonia Helena  Puerta puerta",,"19,085","40.00","1/21/2026 1:21 PM","Yurany Andrea Ortiz Torres","Especial","Molde","39779","0","0","0","0","0","0","1/26/2026 11:47 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 46X51","00901",", Molde con Acumulación de cera, Molde mate con brillo, ","1/21/2026","1/22/2026","1/22/2026","Entregado","Reportado desde app nueva",,,"1","30.00","1/21/2026 1:42 PM","Lina Osorio","Rapida",,"39780","0","0","0","0","0","0","1/22/2026 2:12 PM","Administrador Global","Mantenimiento"
"MOLDE MESON COCINA 180X60 PERF-CUB V.2","209-10","Revisión de espesores en pieza, ","1/21/2026","1/21/2026","1/21/2026","Entregado","Ya se reparó el molde y este espesor se le toma a la pieza como seguimiento a la reparación. ","Luisa Fernanda Caicedo Urrutia",,"19,086","40.00","1/21/2026 3:00 PM","Luisa Fernanda Caicedo Urrutia","Especial","Molde","39781","0","0","0","0","0","0","1/21/2026 3:20 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS QUADRATTO 63X48 BRILLANTE","1232-10","Molde Despicado, Molde Rayado, ","1/21/2026","1/22/2026","1/22/2026","Entregado",,"Lina Osorio",,"19,087","19.00","1/21/2026 3:21 PM","Lina Osorio","Rapida","Molde","39783","0","0","0","0","0","0","1/22/2026 2:47 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X43","0175-49","Molde Rayado, ","1/21/2026","1/23/2026","1/23/2026","Entregado",,"Sonia Helena  Puerta puerta",,"19,086","58.00","1/21/2026 3:28 PM","Yurany Andrea Ortiz Torres","Especial","Molde","39784","0","0","0","0","0","0","1/23/2026 9:35 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS OSLO 63X48","0192-21","Desmanchado, ","1/22/2026","1/23/2026","1/22/2026","Entregado","Reportado desde app nueva",,,"1","46.00","1/22/2026 6:24 AM","Lina Osorio","Rapida",,"39785","0","0","0","0","0","0","1/22/2026 10:11 AM","Administrador Global","Mantenimiento"
"MOLDE LAVARROPAS ECO 70X60","1188-01","Modificación al contramolde, Reparación / cambio de pines, cambio de flanche, ","1/22/2026","2/6/2026","2/3/2026","Entregado","Se le modifica las esquinas del contramolde para mejorar el pulido en la CNC ","Sonia Helena  Puerta puerta",,"19,088","20.00","1/22/2026 8:37 AM","Yurany Andrea Ortiz Torres","Especial","Molde","39786","0","0","0","0","0","0","2/3/2026 1:26 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 48X60","0104-14","Molde Despicado, ","1/22/2026","1/23/2026","1/23/2026","Entregado",,"Lina Osorio",,"19,089","40.00","1/22/2026 9:09 AM","Lina Osorio","Rapida","Molde","39787","0","0","0","0","0","0","1/23/2026 9:39 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 48X60","0104-23"," Molde con poros, Molde con Acumulación de cera, ","1/22/2026","1/23/2026","1/22/2026","Entregado","Reportado desde app nueva",,,"1","30.00","1/22/2026 9:11 AM","Lina Osorio","Rapida",,"39788","0","0","0","0","0","0","1/22/2026 2:08 PM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS ECO 48X38","0062-45","Molde Despicado, Molde Fisurado, ","1/22/2026","1/23/2026","1/22/2026","Entregado",,"Lina Osorio",,"19,090","30.00","1/22/2026 9:11 AM","Lina Osorio","Rapida","Molde","39789","0","0","0","0","0","0","1/22/2026 2:58 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X43","0175-38","Molde Despicado, Molde Rayado, ","1/22/2026","1/22/2026","1/22/2026","Entregado",,"Lina Osorio",,"19,091","60.00","1/22/2026 9:12 AM","Lina Osorio","Rapida","Molde","39790","0","0","0","0","0","0","1/22/2026 2:06 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS GENOVA 63X48","0193-05","Desmanchado, ","1/22/2026","1/22/2026","1/22/2026","Entregado",,"Lina Osorio",,"19,092","5.90","1/22/2026 9:13 AM","Lina Osorio","Rapida","Molde","39791","0","0","0","0","0","0","1/22/2026 10:11 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS ECO 48X38","0062-70","Molde Despicado, ","1/22/2026","1/22/2026","1/22/2026","Entregado",,"Lina Osorio",,"19,093","35.00","1/22/2026 9:27 AM","Lina Osorio","Rapida","Molde","39792","0","0","0","0","0","0","1/22/2026 2:49 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS AQUA 60X60 BRILLANTE","0086-12","Molde Despicado, Molde Rayado, ","1/22/2026","1/23/2026","1/24/2026","Entregado",,"Lina Osorio",,"19,094","20.00","1/22/2026 9:31 AM","Lina Osorio","Rapida","Molde","39793","0","0","0","0","0","0","1/24/2026 11:04 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS OSLO 63X48","0192-19","Molde Rayado, Molde Tallado, ","1/22/2026","1/23/2026","1/23/2026","Entregado",,"Lina Osorio",,"19,095","60.00","1/22/2026 9:32 AM","Lina Osorio","Rapida","Molde","39794","0","0","0","0","0","0","1/23/2026 10:39 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X38","0177-09","Molde Despicado, Molde Rayado, ","1/22/2026","1/23/2026","1/24/2026","Entregado",,"Lina Osorio",,"19,096","30.00","1/22/2026 9:33 AM","Lina Osorio","Rapida","Molde","39795","0","0","0","90","0","0","1/24/2026 9:51 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS AQUA 60X60 BRILLANTE","0086-15","Molde Despicado, Molde Rayado, ","1/22/2026","1/23/2026","1/23/2026","Entregado",,"Lina Osorio",,"19,097","50.00","1/22/2026 9:33 AM","Lina Osorio","Rapida","Molde","39796","0","0","0","0","0","0","1/23/2026 11:10 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS TRENTINO 63X48 BRILLANTE","0081-12","Molde Despicado, Molde Rayado, ","1/22/2026","1/23/2026","1/23/2026","Entregado",,"Lina Osorio",,"19,098","30.00","1/22/2026 9:35 AM","Lina Osorio","Rapida","Molde","39797","0","0","0","0","0","0","1/23/2026 2:34 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X38","0177-11","Molde Rayado, Molde Tallado, ","1/22/2026","1/23/2026","1/24/2026","Entregado",,"Lina Osorio",,"19,099","30.00","1/22/2026 9:36 AM","Lina Osorio","Rapida","Molde","39798","0","0","0","0","0","0","1/24/2026 8:15 AM","Mantenimiento","Mantenimiento"
"MOLDE FALDON CATALUÑA","1254-01","Molde Despicado, Molde Rayado, Molde Tallado, Molde pelado, ","1/22/2026","1/26/2026","1/29/2026","Entregado",,"Lina Osorio",,"19,100","100.00","1/22/2026 9:37 AM","Lina Osorio","Rapida","Molde","39799","0","0","0","0","0","0","1/29/2026 7:36 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 48X60","0104-22",", Molde con Acumulación de cera, Molde mate con brillo, ","1/22/2026","1/23/2026","1/23/2026","Entregado","Reportado desde app nueva",,,"1","0.00","1/22/2026 9:45 AM","Lina Osorio","Rapida",,"39800","0","0","0","0","0","9","1/23/2026 6:41 AM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS QUADRATTO 94X48 BRILLANTE","206-02","Desmanchado, ","1/22/2026","1/23/2026","1/22/2026","Entregado","Reportado desde app nueva",,,"1","30.00","1/22/2026 10:31 AM","Lina Osorio","Rapida",,"39801","0","0","0","0","0","0","1/22/2026 1:40 PM","Administrador Global","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X38","0177-10","Desmanchado, ","1/22/2026","1/23/2026","1/22/2026","Entregado","Reportado desde app nueva",,,"1","30.00","1/22/2026 10:32 AM","Lina Osorio","Rapida",,"39804","0","0","0","0","0","0","1/22/2026 12:46 PM","Administrador Global","Mantenimiento"
"MOLDE LAVARROPAS AQUA 60X60 BRILLANTE","0086-17","Molde Despicado, Molde Rayado, Molde Tallado, Conta molde con Acumulación de cera, ","1/22/2026","1/23/2026","1/26/2026","Entregado",,"Lina Osorio",,"19,101","40.00","1/22/2026 10:37 AM","Lina Osorio","Rapida","Molde","39805","0","0","0","600","0","0","1/26/2026 1:13 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS GENOVA 63X48","0193-08","Molde Rayado, Molde Despicado, Conta molde con Acumulación de cera, ","1/22/2026","1/23/2026","1/23/2026","Entregado",,"Lina Osorio",,"19,102","45.00","1/22/2026 10:42 AM","Lina Osorio","Rapida","Molde","39806","0","0","0","0","0","0","1/23/2026 12:35 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS OSLO 63X48","0192-16","Molde Fisurado, ","1/22/2026","1/23/2026","1/23/2026","Entregado",,"Lina Osorio",,"19,103","60.00","1/22/2026 10:46 AM","Lina Osorio","Rapida","Molde","39807","0","0","0","0","0","0","1/23/2026 2:35 PM","Mantenimiento","Mantenimiento"
"MOLDE MESON COCINA 150X60 V.2 SIN PERF","210-06","Molde Despicado, Molde Rayado, Brrillado molde, ","1/22/2026","1/23/2026","1/24/2026","Entregado",,"Lina Osorio",,"19,104","20.00","1/22/2026 10:51 AM","Lina Osorio","Rapida","Molde","39808","0","0","0","0","0","0","1/24/2026 11:32 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS ECO 46X51","0124-39","Molde Fisurado, Molde Despicado, Exceso de masa en el Contramolde, ","1/22/2026","1/23/2026","1/23/2026","Entregado",,"Lina Osorio",,"19,105","40.00","1/22/2026 10:53 AM","Lina Osorio","Rapida","Molde","39809","0","0","0","0","0","0","1/23/2026 9:08 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS OSLO 48X38","0177-16","Molde Despicado, Molde Rayado, ","1/22/2026","1/23/2026","1/23/2026","Entregado","Reportado desde app nueva",,,"1","30.00","1/22/2026 11:22 AM","Lina Osorio","Rapida",,"39810","0","0","0","0","0","0","1/23/2026 2:36 PM","Administrador Global","Mantenimiento"
"MOLDE LAVARROPAS 50X50 BRILLANTE","0168-09","Molde Despicado, Molde Rayado, ","1/22/2026","1/23/2026","1/24/2026","Entregado",,"Lina Osorio",,"19,106","15.00","1/22/2026 11:45 AM","Lina Osorio","Rapida","Molde","39811","0","0","0","0","0","0","1/24/2026 8:16 AM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS ECO 48X38","0062-56","Brrillado molde, ","1/22/2026","1/23/2026","1/22/2026","Entregado",,"Lina Osorio",,"19,107","30.00","1/22/2026 11:46 AM","Lina Osorio","Rapida","Molde","39812","0","0","0","0","0","0","1/22/2026 2:57 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVARROPAS AQUA 90X60 BRILLANTE","0088-08","Molde Despicado, Molde Rayado, , , ","1/22/2026","1/24/2026","1/26/2026","Entregado",,"Lina Osorio",,"19,108","35.00","1/22/2026 11:47 AM","Lina Osorio","Rapida","Molde","39813","0","0","0","0","0","0","1/26/2026 1:17 PM","Mantenimiento","Mantenimiento"
"MOLDE LAVAMANOS OSLO 63X48","0192-22","Desmanchado, ","1/22/2026","1/23/2026","1/22/2026","Entregado","Reportado desde app nueva",,,"1","38.00","1/22/2026 11:47 AM","Lina Osorio","Rapida",,"39814","0","0","0","0","0","0","1/22/2026 1:41 PM","Administrador Global","Mantenimiento"
